cashTranNo;amount;portfolioRefCode
170470;10000000;nt10471
170471;10000000;nt10472
170472;10000000;nt10473
170473;10000000;nt10474
170474;10000000;nt10475
170475;10000000;nt10476
170476;10000000;nt10477
170477;10000000;nt10478
170478;10000000;nt10479
170479;10000000;nt10480
170480;10000000;nt10481
170481;10000000;nt10482
170482;10000000;nt10483
170483;10000000;nt10484
170484;10000000;nt10485
170485;10000000;nt10486
170486;10000000;nt10487
170487;10000000;nt10488
170488;10000000;nt10489
170489;10000000;nt10490
170490;10000000;nt10491
170491;10000000;nt10492
170492;10000000;nt10493
170493;10000000;nt10494
170494;10000000;nt10495
170495;10000000;nt10496
170496;10000000;nt10497
170497;10000000;nt10498
170498;10000000;nt10499
170499;10000000;nt10500
170500;10000000;nt10501
170501;10000000;nt10502
170502;10000000;nt10503
170503;10000000;nt10504
170504;10000000;nt10505
170505;10000000;nt10506
170506;10000000;nt10507
170507;10000000;nt10508
170508;10000000;nt10509
170509;10000000;nt10510
170510;10000000;nt10511
170511;10000000;nt10512
170512;10000000;nt10513
170513;10000000;nt10514
170514;10000000;nt10515
170515;10000000;nt10516
170516;10000000;nt10517
170517;10000000;nt10518
170518;10000000;nt10519
170519;10000000;nt10520
170520;10000000;nt10521
170521;10000000;nt10522
170522;10000000;nt10523
170523;10000000;nt10524
170524;10000000;nt10525
170525;10000000;nt10526
170526;10000000;nt10527
170527;10000000;nt10528
170528;10000000;nt10529
170529;10000000;nt10530
170530;10000000;nt10531
170531;10000000;nt10532
170532;10000000;nt10533
170533;10000000;nt10534
170534;10000000;nt10535
170535;10000000;nt10536
170536;10000000;nt10537
170537;10000000;nt10538
170538;10000000;nt10539
170539;10000000;nt10540
170540;10000000;nt10541
170541;10000000;nt10542
170542;10000000;nt10543
170543;10000000;nt10544
170544;10000000;nt10545
170545;10000000;nt10546
170546;10000000;nt10547
170547;10000000;nt10548
170548;10000000;nt10549
170549;10000000;nt10550
170550;10000000;nt10551
170551;10000000;nt10552
170552;10000000;nt10553
170553;10000000;nt10554
170554;10000000;nt10555
170555;10000000;nt10556
170556;10000000;nt10557
170557;10000000;nt10558
170558;10000000;nt10559
170559;10000000;nt10560
170560;10000000;nt10561
170561;10000000;nt10562
170562;10000000;nt10563
170563;10000000;nt10564
170564;10000000;nt10565
170565;10000000;nt10566
170566;10000000;nt10567
170567;10000000;nt10568
170568;10000000;nt10569
170569;10000000;nt10570
170570;10000000;nt10571
170571;10000000;nt10572
170572;10000000;nt10573
170573;10000000;nt10574
170574;10000000;nt10575
170575;10000000;nt10576
170576;10000000;nt10577
170577;10000000;nt10578
170578;10000000;nt10579
170579;10000000;nt10580
170580;10000000;nt10581
170581;10000000;nt10582
170582;10000000;nt10583
170583;10000000;nt10584
170584;10000000;nt10585
170585;10000000;nt10586
170586;10000000;nt10587
170587;10000000;nt10588
170588;10000000;nt10589
170589;10000000;nt10590
170590;10000000;nt10591
170591;10000000;nt10592
170592;10000000;nt10593
170593;10000000;nt10594
170594;10000000;nt10595
170595;10000000;nt10596
170596;10000000;nt10597
170597;10000000;nt10598
170598;10000000;nt10599
170599;10000000;nt10600
170600;10000000;nt10601
170601;10000000;nt10602
170602;10000000;nt10603
170603;10000000;nt10604
170604;10000000;nt10605
170605;10000000;nt10606
170606;10000000;nt10607
170607;10000000;nt10608
170608;10000000;nt10609
170609;10000000;nt10610
170610;10000000;nt10611
170611;10000000;nt10612
170612;10000000;nt10613
170613;10000000;nt10614
170614;10000000;nt10615
170615;10000000;nt10616
170616;10000000;nt10617
170617;10000000;nt10618
170618;10000000;nt10619
170619;10000000;nt10620
170620;10000000;nt10621
170621;10000000;nt10622
170622;10000000;nt10623
170623;10000000;nt10624
170624;10000000;nt10625
170625;10000000;nt10626
170626;10000000;nt10627
170627;10000000;nt10628
170628;10000000;nt10629
170629;10000000;nt10630
170630;10000000;nt10631
170631;10000000;nt10632
170632;10000000;nt10633
170633;10000000;nt10634
170634;10000000;nt10635
170635;10000000;nt10636
170636;10000000;nt10637
170637;10000000;nt10638
170638;10000000;nt10639
170639;10000000;nt10640
170640;10000000;nt10641
170641;10000000;nt10642
170642;10000000;nt10643
170643;10000000;nt10644
170644;10000000;nt10645
170645;10000000;nt10646
170646;10000000;nt10647
170647;10000000;nt10648
170648;10000000;nt10649
170649;10000000;nt10650
170650;10000000;nt10651
170651;10000000;nt10652
170652;10000000;nt10653
170653;10000000;nt10654
170654;10000000;nt10655
170655;10000000;nt10656
170656;10000000;nt10657
170657;10000000;nt10658
170658;10000000;nt10659
170659;10000000;nt10660
170660;10000000;nt10661
170661;10000000;nt10662
170662;10000000;nt10663
170663;10000000;nt10664
170664;10000000;nt10665
170665;10000000;nt10666
170666;10000000;nt10667
170667;10000000;nt10668
170668;10000000;nt10669
170669;10000000;nt10670
170670;10000000;nt10671
170671;10000000;nt10672
170672;10000000;nt10673
170673;10000000;nt10674
170674;10000000;nt10675
170675;10000000;nt10676
170676;10000000;nt10677
170677;10000000;nt10678
170678;10000000;nt10679
170679;10000000;nt10680
170680;10000000;nt10681
170681;10000000;nt10682
170682;10000000;nt10683
170683;10000000;nt10684
170684;10000000;nt10685
170685;10000000;nt10686
170686;10000000;nt10687
170687;10000000;nt10688
170688;10000000;nt10689
170689;10000000;nt10690
170690;10000000;nt10691
170691;10000000;nt10692
170692;10000000;nt10693
170693;10000000;nt10694
170694;10000000;nt10695
170695;10000000;nt10696
170696;10000000;nt10697
170697;10000000;nt10698
170698;10000000;nt10699
170699;10000000;nt10700
170700;10000000;nt10701
170701;10000000;nt10702
170702;10000000;nt10703
170703;10000000;nt10704
170704;10000000;nt10705
170705;10000000;nt10706
170706;10000000;nt10707
170707;10000000;nt10708
170708;10000000;nt10709
170709;10000000;nt10710
170710;10000000;nt10711
170711;10000000;nt10712
170712;10000000;nt10713
170713;10000000;nt10714
170714;10000000;nt10715
170715;10000000;nt10716
170716;10000000;nt10717
170717;10000000;nt10718
170718;10000000;nt10719
170719;10000000;nt10720
170720;10000000;nt10721
170721;10000000;nt10722
170722;10000000;nt10723
170723;10000000;nt10724
170724;10000000;nt10725
170725;10000000;nt10726
170726;10000000;nt10727
170727;10000000;nt10728
170728;10000000;nt10729
170729;10000000;nt10730
170730;10000000;nt10731
170731;10000000;nt10732
170732;10000000;nt10733
170733;10000000;nt10734
170734;10000000;nt10735
170735;10000000;nt10736
170736;10000000;nt10737
170737;10000000;nt10738
170738;10000000;nt10739
170739;10000000;nt10740
170740;10000000;nt10741
170741;10000000;nt10742
170742;10000000;nt10743
170743;10000000;nt10744
170744;10000000;nt10745
170745;10000000;nt10746
170746;10000000;nt10747
170747;10000000;nt10748
170748;10000000;nt10749
170749;10000000;nt10750
170750;10000000;nt10751
170751;10000000;nt10752
170752;10000000;nt10753
170753;10000000;nt10754
170754;10000000;nt10755
170755;10000000;nt10756
170756;10000000;nt10757
170757;10000000;nt10758
170758;10000000;nt10759
170759;10000000;nt10760
170760;10000000;nt10761
170761;10000000;nt10762
170762;10000000;nt10763
170763;10000000;nt10764
170764;10000000;nt10765
170765;10000000;nt10766
170766;10000000;nt10767
170767;10000000;nt10768
170768;10000000;nt10769
170769;10000000;nt10770
170770;10000000;nt10771
170771;10000000;nt10772
170772;10000000;nt10773
170773;10000000;nt10774
170774;10000000;nt10775
170775;10000000;nt10776
170776;10000000;nt10777
170777;10000000;nt10778
170778;10000000;nt10779
170779;10000000;nt10780
170780;10000000;nt10781
170781;10000000;nt10782
170782;10000000;nt10783
170783;10000000;nt10784
170784;10000000;nt10785
170785;10000000;nt10786
170786;10000000;nt10787
170787;10000000;nt10788
170788;10000000;nt10789
170789;10000000;nt10790
170790;10000000;nt10791
170791;10000000;nt10792
170792;10000000;nt10793
170793;10000000;nt10794
170794;10000000;nt10795
170795;10000000;nt10796
170796;10000000;nt10797
170797;10000000;nt10798
170798;10000000;nt10799
170799;10000000;nt10800
170800;10000000;nt10801
170801;10000000;nt10802
170802;10000000;nt10803
170803;10000000;nt10804
170804;10000000;nt10805
170805;10000000;nt10806
170806;10000000;nt10807
170807;10000000;nt10808
170808;10000000;nt10809
170809;10000000;nt10810
170810;10000000;nt10811
170811;10000000;nt10812
170812;10000000;nt10813
170813;10000000;nt10814
170814;10000000;nt10815
170815;10000000;nt10816
170816;10000000;nt10817
170817;10000000;nt10818
170818;10000000;nt10819
170819;10000000;nt10820
170820;10000000;nt10821
170821;10000000;nt10822
170822;10000000;nt10823
170823;10000000;nt10824
170824;10000000;nt10825
170825;10000000;nt10826
170826;10000000;nt10827
170827;10000000;nt10828
170828;10000000;nt10829
170829;10000000;nt10830
170830;10000000;nt10831
170831;10000000;nt10832
170832;10000000;nt10833
170833;10000000;nt10834
170834;10000000;nt10835
170835;10000000;nt10836
170836;10000000;nt10837
170837;10000000;nt10838
170838;10000000;nt10839
170839;10000000;nt10840
170840;10000000;nt10841
170841;10000000;nt10842
170842;10000000;nt10843
170843;10000000;nt10844
170844;10000000;nt10845
170845;10000000;nt10846
170846;10000000;nt10847
170847;10000000;nt10848
170848;10000000;nt10849
170849;10000000;nt10850
170850;10000000;nt10851
170851;10000000;nt10852
170852;10000000;nt10853
170853;10000000;nt10854
170854;10000000;nt10855
170855;10000000;nt10856
170856;10000000;nt10857
170857;10000000;nt10858
170858;10000000;nt10859
170859;10000000;nt10860
170860;10000000;nt10861
170861;10000000;nt10862
170862;10000000;nt10863
170863;10000000;nt10864
170864;10000000;nt10865
170865;10000000;nt10866
170866;10000000;nt10867
170867;10000000;nt10868
170868;10000000;nt10869
170869;10000000;nt10870
170870;10000000;nt10871
170871;10000000;nt10872
170872;10000000;nt10873
170873;10000000;nt10874
170874;10000000;nt10875
170875;10000000;nt10876
170876;10000000;nt10877
170877;10000000;nt10878
170878;10000000;nt10879
170879;10000000;nt10880
170880;10000000;nt10881
170881;10000000;nt10882
170882;10000000;nt10883
170883;10000000;nt10884
170884;10000000;nt10885
170885;10000000;nt10886
170886;10000000;nt10887
170887;10000000;nt10888
170888;10000000;nt10889
170889;10000000;nt10890
170890;10000000;nt10891
170891;10000000;nt10892
170892;10000000;nt10893
170893;10000000;nt10894
170894;10000000;nt10895
170895;10000000;nt10896
170896;10000000;nt10897
170897;10000000;nt10898
170898;10000000;nt10899
170899;10000000;nt10900
170900;10000000;nt10901
170901;10000000;nt10902
170902;10000000;nt10903
170903;10000000;nt10904
170904;10000000;nt10905
170905;10000000;nt10906
170906;10000000;nt10907
170907;10000000;nt10908
170908;10000000;nt10909
170909;10000000;nt10910
170910;10000000;nt10911
170911;10000000;nt10912
170912;10000000;nt10913
170913;10000000;nt10914
170914;10000000;nt10915
170915;10000000;nt10916
170916;10000000;nt10917
170917;10000000;nt10918
170918;10000000;nt10919
170919;10000000;nt10920
170920;10000000;nt10921
170921;10000000;nt10922
170922;10000000;nt10923
170923;10000000;nt10924
170924;10000000;nt10925
170925;10000000;nt10926
170926;10000000;nt10927
170927;10000000;nt10928
170928;10000000;nt10929
170929;10000000;nt10930
170930;10000000;nt10931
170931;10000000;nt10932
170932;10000000;nt10933
170933;10000000;nt10934
170934;10000000;nt10935
170935;10000000;nt10936
170936;10000000;nt10937
170937;10000000;nt10938
170938;10000000;nt10939
170939;10000000;nt10940
170940;10000000;nt10941
170941;10000000;nt10942
170942;10000000;nt10943
170943;10000000;nt10944
170944;10000000;nt10945
170945;10000000;nt10946
170946;10000000;nt10947
170947;10000000;nt10948
170948;10000000;nt10949
170949;10000000;nt10950
170950;10000000;nt10951
170951;10000000;nt10952
170952;10000000;nt10953
170953;10000000;nt10954
170954;10000000;nt10955
170955;10000000;nt10956
170956;10000000;nt10957
170957;10000000;nt10958
170958;10000000;nt10959
170959;10000000;nt10960
170960;10000000;nt10961
170961;10000000;nt10962
170962;10000000;nt10963
170963;10000000;nt10964
170964;10000000;nt10965
170965;10000000;nt10966
170966;10000000;nt10967
170967;10000000;nt10968
170968;10000000;nt10969
170969;10000000;nt10970
170970;10000000;nt10971
170971;10000000;nt10972
170972;10000000;nt10973
170973;10000000;nt10974
170974;10000000;nt10975
170975;10000000;nt10976
170976;10000000;nt10977
170977;10000000;nt10978
170978;10000000;nt10979
170979;10000000;nt10980
170980;10000000;nt10981
170981;10000000;nt10982
170982;10000000;nt10983
170983;10000000;nt10984
170984;10000000;nt10985
170985;10000000;nt10986
170986;10000000;nt10987
170987;10000000;nt10988
170988;10000000;nt10989
170989;10000000;nt10990
170990;10000000;nt10991
170991;10000000;nt10992
170992;10000000;nt10993
170993;10000000;nt10994
170994;10000000;nt10995
170995;10000000;nt10996
170996;10000000;nt10997
170997;10000000;nt10998
170998;10000000;nt10999
170999;10000000;nt11000
171000;10000000;nt11001
171001;10000000;nt11002
171002;10000000;nt11003
171003;10000000;nt11004
171004;10000000;nt11005
171005;10000000;nt11006
171006;10000000;nt11007
171007;10000000;nt11008
171008;10000000;nt11009
171009;10000000;nt11010
171010;10000000;nt11011
171011;10000000;nt11012
171012;10000000;nt11013
171013;10000000;nt11014
171014;10000000;nt11015
171015;10000000;nt11016
171016;10000000;nt11017
171017;10000000;nt11018
171018;10000000;nt11019
171019;10000000;nt11020
171020;10000000;nt11021
171021;10000000;nt11022
171022;10000000;nt11023
171023;10000000;nt11024
171024;10000000;nt11025
171025;10000000;nt11026
171026;10000000;nt11027
171027;10000000;nt11028
171028;10000000;nt11029
171029;10000000;nt11030
171030;10000000;nt11031
171031;10000000;nt11032
171032;10000000;nt11033
171033;10000000;nt11034
171034;10000000;nt11035
171035;10000000;nt11036
171036;10000000;nt11037
171037;10000000;nt11038
171038;10000000;nt11039
171039;10000000;nt11040
171040;10000000;nt11041
171041;10000000;nt11042
171042;10000000;nt11043
171043;10000000;nt11044
171044;10000000;nt11045
171045;10000000;nt11046
171046;10000000;nt11047
171047;10000000;nt11048
171048;10000000;nt11049
171049;10000000;nt11050
171050;10000000;nt11051
171051;10000000;nt11052
171052;10000000;nt11053
171053;10000000;nt11054
171054;10000000;nt11055
171055;10000000;nt11056
171056;10000000;nt11057
171057;10000000;nt11058
171058;10000000;nt11059
171059;10000000;nt11060
171060;10000000;nt11061
171061;10000000;nt11062
171062;10000000;nt11063
171063;10000000;nt11064
171064;10000000;nt11065
171065;10000000;nt11066
171066;10000000;nt11067
171067;10000000;nt11068
171068;10000000;nt11069
171069;10000000;nt11070
171070;10000000;nt11071
171071;10000000;nt11072
171072;10000000;nt11073
171073;10000000;nt11074
171074;10000000;nt11075
171075;10000000;nt11076
171076;10000000;nt11077
171077;10000000;nt11078
171078;10000000;nt11079
171079;10000000;nt11080
171080;10000000;nt11081
171081;10000000;nt11082
171082;10000000;nt11083
171083;10000000;nt11084
171084;10000000;nt11085
171085;10000000;nt11086
171086;10000000;nt11087
171087;10000000;nt11088
171088;10000000;nt11089
171089;10000000;nt11090
171090;10000000;nt11091
171091;10000000;nt11092
171092;10000000;nt11093
171093;10000000;nt11094
171094;10000000;nt11095
171095;10000000;nt11096
171096;10000000;nt11097
171097;10000000;nt11098
171098;10000000;nt11099
171099;10000000;nt11100
171100;10000000;nt11101
171101;10000000;nt11102
171102;10000000;nt11103
171103;10000000;nt11104
171104;10000000;nt11105
171105;10000000;nt11106
171106;10000000;nt11107
171107;10000000;nt11108
171108;10000000;nt11109
171109;10000000;nt11110
171110;10000000;nt11111
171111;10000000;nt11112
171112;10000000;nt11113
171113;10000000;nt11114
171114;10000000;nt11115
171115;10000000;nt11116
171116;10000000;nt11117
171117;10000000;nt11118
171118;10000000;nt11119
171119;10000000;nt11120
171120;10000000;nt11121
171121;10000000;nt11122
171122;10000000;nt11123
171123;10000000;nt11124
171124;10000000;nt11125
171125;10000000;nt11126
171126;10000000;nt11127
171127;10000000;nt11128
171128;10000000;nt11129
171129;10000000;nt11130
171130;10000000;nt11131
171131;10000000;nt11132
171132;10000000;nt11133
